alert_id,client_id,product_id,product_family,product_category,product_block,alert_type,category,priority_score,priority_level,urgency,confidence,impact_score,urgency_score,explainability_score,expected_revenue,recommended_action,reason,actor_id,action_deadline_hours,source_engines,explanation,evidence,created_at,due_at,suppressed,suppression_reason
AL-4d09e016781d,40422,5115,Familia T2,Categoria T1,technical,account_deterioration,executive,52.06,medium,medium,0.72,0.327498730964467,0.654997461928934,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.65. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5962944162436549, ""inactivity_score"": 1.0, ""drift_score"": 0.981472081218274, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-0fa68d581b7e,1000082261,5099,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,68.99,medium,critical,0.7,0.44435803269244617,0.9998055735580038,0.82,0.0,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9998055735580038, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-2f6230cc0d08,36827,5099,Familia T1,Categoria T1,technical,churn_risk,risk,59.56,medium,high,0.8500000000000001,0.3700797064016028,0.7401594128032056,0.85,0.0,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,48,technical_product_engine,Churn risk score is 74.0. | Inactivity ratio is 1.20. | Detected 3 drift signals.,"{""risk_score"": 0.7401594128032056, ""risk_level"": ""high"", ""inactivity_score"": 0.48, ""days_since_last_order"": 54.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-e37d71869ab4,1000058504,5099,Familia T1,Categoria T1,technical,churn_risk,risk,56.18,medium,medium,0.8500000000000001,0.34066290667298804,0.6813258133459761,0.85,0.0,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,48,technical_product_engine,Churn risk score is 68.1. | Inactivity ratio is 0.87. | Detected 3 drift signals.,"{""risk_score"": 0.6813258133459761, ""risk_level"": ""high"", ""inactivity_score"": 0.3466666666666667, ""days_since_last_order"": 39.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-b8281434c9be,1000065692,5115,Familia T2,Categoria T1,technical,churn_risk,risk,61.5,medium,critical,0.65,0.2999823217442546,1.0,0.85,3786.02,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 60.0. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.5999646434885092, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 1698.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-84f49f6186d7,7025,5099,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,68.98,medium,critical,0.7,0.44431097764431093,0.9996996996996996,0.82,989.45,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9996996996996996, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-910097e5a0b3,1000076579,5115,Familia T2,Categoria T1,technical,account_deterioration,executive,56.53,medium,high,0.72,0.36630851594453395,0.7326170318890679,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.73. | Risk score is 0.70. | Negative growth component is 1.00.,"{""risk_score"": 0.6957760479181374, ""inactivity_score"": 0.3733333333333333, ""drift_score"": 0.978810408921933, ""negative_growth"": 1.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-c1b9b631fe72,1000101561,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,49.64,low,critical,0.6,0.05861333333333334,1.0,0.75,879.2,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,marketing_automation,24,feature_engineering | commodity_ai_engine,Potential gap is 879.20. | Capture ratio is 0.00.,"{""potential_h"": 879.2, ""potential_gap"": 879.2, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-589da216f12e,26265,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,74.96,high,high,0.6,0.7599966666666668,0.821764899239648,0.75,11399.95,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,48,feature_engineering | commodity_ai_engine,Potential gap is 11399.95. | Capture ratio is 0.18.,"{""potential_h"": 13872.52, ""potential_gap"": 11399.95, ""capture_ratio"": 0.1782351007603521, ""cross_sell_score"": 0.821764899239648}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-fa23deaaf412,39792,5103,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,68.32,medium,critical,0.7,0.43892597537457345,0.9875834445927902,0.82,0.0,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 0.99. | Volume drift is 0.00. | Interval drift is 0.99.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9875834445927902, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-63635c19e708,1000080795,5100,Familia T1,Categoria T1,technical,account_deterioration,executive,53.24,medium,medium,0.72,0.33770734754235754,0.6754146950847151,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.68. | Risk score is 0.64. | Negative growth component is 1.00.,"{""risk_score"": 0.6427415461016721, ""inactivity_score"": 0.2755555555555555, ""drift_score"": 0.9078313253012048, ""negative_growth"": 1.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-5eee94cc89d8,1000056822,5119,Familia T2,Categoria T1,technical,product_mix_drift,anomaly,68.96,medium,critical,0.7,0.4441400304414003,0.9993150684931508,0.82,3778.99,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9993150684931508, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-ea8a5cdb550f,1000101333,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,53.67,medium,critical,0.6,0.148208,1.0,0.75,2223.12,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 2223.12. | Capture ratio is 0.00.,"{""potential_h"": 2223.12, ""potential_gap"": 2223.12, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-ec736f279639,1000101742,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,50.26,medium,critical,0.6,0.07242933333333333,1.0,0.75,1086.44,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1086.44. | Capture ratio is 0.00.,"{""potential_h"": 1086.44, ""potential_gap"": 1086.44, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-fb4a281e7bc9,1000081816,5099,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,68.89,medium,critical,0.7,0.44356053919032157,0.9980112131782236,0.82,0.0,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9980112131782236, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-1499a5cc6b8f,1000077426,5099,Familia T1,Categoria T1,technical,churn_risk,risk,61.5,medium,critical,0.65,0.29998117325290596,1.0,0.85,0.0,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 60.0. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.5999623465058119, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 1187.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-e857b6ffccb6,24325,5108,Familia T1,Categoria T1,technical,account_deterioration,executive,52.16,medium,medium,0.72,0.3283786628146925,0.656757325629385,0.86,2059.73,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5975980189847296, ""inactivity_score"": 1.0, ""drift_score"": 0.9879900949236484, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-325f53c4c1d4,1000080980,5103,Familia T1,Categoria T1,technical,churn_risk,risk,61.5,medium,critical,0.65,0.2999818731117825,1.0,0.85,0.0,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 60.0. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.599963746223565, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 1656.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-42a99f85e979,1000078331,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,71.72,high,high,0.6,0.7419626666666667,0.7522087528251491,0.75,11129.44,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,48,feature_engineering | commodity_ai_engine,Potential gap is 11129.44. | Capture ratio is 0.25.,"{""potential_h"": 14795.68, ""potential_gap"": 11129.44, ""capture_ratio"": 0.247791247174851, ""cross_sell_score"": 0.7522087528251491}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-945c01b97e9a,35711,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,45.08,low,high,0.6,0.11766599999999998,0.7939247543992227,0.75,1764.9899999999998,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,marketing_automation,48,feature_engineering | commodity_ai_engine,Potential gap is 1764.99. | Capture ratio is 0.21.,"{""potential_h"": 2223.12, ""potential_gap"": 1764.9899999999998, ""capture_ratio"": 0.2060752456007773, ""cross_sell_score"": 0.7939247543992227}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-9fb668b6215d,1000101477,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,53.67,medium,critical,0.6,0.148208,1.0,0.75,2223.12,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 2223.12. | Capture ratio is 0.00.,"{""potential_h"": 2223.12, ""potential_gap"": 2223.12, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-ccd466e35fb3,1000101357,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,53.67,medium,critical,0.6,0.148208,1.0,0.75,2223.12,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 2223.12. | Capture ratio is 0.00.,"{""potential_h"": 2223.12, ""potential_gap"": 2223.12, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-23e6efd8a536,22330,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,50.26,medium,critical,0.6,0.07242933333333333,1.0,0.75,1086.44,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1086.44. | Capture ratio is 0.00.,"{""potential_h"": 1086.44, ""potential_gap"": 1086.44, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-fc5bd63fdd14,1000079028,5107,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,68.98,medium,critical,0.7,0.44427502470704494,0.9996188055908511,0.82,1351.8200000000002,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9996188055908511, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-8e77dab9a40f,1000070963,5112,Familia T2,Categoria T1,technical,churn_risk,risk,61.5,medium,critical,0.65,0.29997512437810947,1.0,0.85,1102.71,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 60.0. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.5999502487562189, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 1207.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-6179561f765b,1000102142,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,50.26,medium,critical,0.6,0.07242933333333333,1.0,0.75,1086.44,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1086.44. | Capture ratio is 0.00.,"{""potential_h"": 1086.44, ""potential_gap"": 1086.44, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-a4cbc9e79d5b,1000059737,5115,Familia T2,Categoria T1,technical,product_mix_drift,anomaly,68.84,medium,critical,0.7,0.44318976868199467,0.997176979534488,0.82,0.0,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.997176979534488, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-87dd2278f7f0,18590,5108,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,68.83,medium,critical,0.7,0.44305569075353946,0.9968753041954638,0.82,0.0,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9968753041954638, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-a391b520a045,42815,5099,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,68.97,medium,critical,0.7,0.4442195990256699,0.9994940978077572,0.82,0.0,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9994940978077572, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-4a9a7cb3eef3,1000081008,5103,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,93.94,critical,critical,0.7,1.0,0.9983542948889484,0.82,40462.64,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9983542948889484, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-5ff49a11be2c,1000056408,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,52.41,medium,critical,0.6,0.12015733333333332,1.0,0.75,1802.36,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1802.36. | Capture ratio is 0.00.,"{""potential_h"": 1802.36, ""potential_gap"": 1802.36, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-e4885cc31183,8809,5118,Familia T2,Categoria T1,technical,account_deterioration,executive,58.08,medium,medium,0.72,0.457338,0.6599475048606611,0.86,9146.76,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5999611147116009, ""inactivity_score"": 1.0, ""drift_score"": 0.9998055735580038, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-cca371489eae,1000082668,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,53.67,medium,critical,0.6,0.148208,1.0,0.75,2223.12,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 2223.12. | Capture ratio is 0.00.,"{""potential_h"": 2223.12, ""potential_gap"": 2223.12, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-6098d1baf229,1000101249,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,50.26,medium,critical,0.6,0.07242933333333333,1.0,0.75,1086.44,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1086.44. | Capture ratio is 0.00.,"{""potential_h"": 1086.44, ""potential_gap"": 1086.44, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-f8097602117c,496,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,50.26,medium,critical,0.6,0.07242933333333333,1.0,0.75,1086.44,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1086.44. | Capture ratio is 0.00.,"{""potential_h"": 1086.44, ""potential_gap"": 1086.44, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-8330b44df91f,1000081754,5107,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,74.13,high,critical,0.7,0.5584255555555555,0.9999165507649512,0.82,10051.66,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,24,technical_product_engine,Highest drift score is 1.00. | Volume drift is 0.00. | Interval drift is 1.00.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.9999165507649512, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-c3d1ebe066c9,42471,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,52.0,medium,critical,0.6,0.11115599999999999,1.0,0.75,1667.34,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1667.34. | Capture ratio is 0.00.,"{""potential_h"": 1667.34, ""potential_gap"": 1667.34, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-88142e759952,7471,5112,Familia T2,Categoria T1,technical,account_deterioration,executive,52.35,medium,medium,0.72,0.3299706521739131,0.6599413043478262,0.86,1861.08,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5999565217391305, ""inactivity_score"": 1.0, ""drift_score"": 0.999782608695652, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-6c7ca17a24fc,40439,5103,Familia T1,Categoria T1,technical,churn_risk,risk,61.48,medium,critical,0.65,0.2995876288659794,1.0,0.85,4999.779999999999,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 59.9. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.5991752577319588, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 472.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-35db1c2ca65d,1000076264,4566,Familia C1,Categoria C1,commodity,purchase_anomaly,anomaly,35.35,low,medium,0.62,0.0044084,0.65,0.78,110.21,Review the order pattern before treating the signal as normal demand.,Current behavior is outside the expected purchase pattern.,marketing_automation,72,feature_engineering,Anomaly score is 0.65. | Absolute 30-day growth is 0%. | Return rate is 33%.,"{""anomaly_score"": 0.65, ""sales_growth_30d"": 0.0, ""days_since_last_product_order"": 1629.0, ""campaign_lift_product"": -1.0}",2026-05-10T01:57:50.694097,2026-05-13T01:57:50.694097,False,
AL-4e382da38c09,1000078714,Categoria C1,Anestesia,unknown,commodity,cross_sell_opportunity,opportunity,32.91,low,medium,0.6,0.074372,0.5018082694591385,0.75,1115.58,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,marketing_automation,72,feature_engineering | commodity_ai_engine,Potential gap is 1115.58. | Capture ratio is 0.50.,"{""potential_h"": 2223.12, ""potential_gap"": 1115.58, ""capture_ratio"": 0.4981917305408615, ""cross_sell_score"": 0.5018082694591385}",2026-05-10T01:57:50.694097,2026-05-13T01:57:50.694097,False,
AL-b4782e128754,39799,5103,Familia T1,Categoria T1,technical,account_deterioration,executive,52.33,medium,medium,0.72,0.32983093110818107,0.6596618622163621,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5997495275676756, ""inactivity_score"": 1.0, ""drift_score"": 0.9987476378383782, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-330330699d3c,42654,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,52.0,medium,critical,0.6,0.11115599999999999,1.0,0.75,1667.34,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1667.34. | Capture ratio is 0.00.,"{""potential_h"": 1667.34, ""potential_gap"": 1667.34, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-4190dc2a6157,9670,5115,Familia T2,Categoria T1,technical,account_deterioration,executive,52.35,medium,medium,0.72,0.3299814028240156,0.6599628056480312,0.86,0.0,Escalate to the account owner and register the recovery outcome after contact.,"Account quality is deteriorating across risk, inactivity or drift signals.",delegado,48,technical_product_engine | signal_fusion,Deterioration score is 0.66. | Risk score is 0.60. | Negative growth component is -0.00.,"{""risk_score"": 0.5999724486281713, ""inactivity_score"": 1.0, ""drift_score"": 0.9998622431408564, ""negative_growth"": -0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-106aa39c43f1,1000100321,5103,Familia T1,Categoria T1,technical,churn_risk,risk,61.5,medium,critical,0.65,0.2998986486486487,1.0,0.85,0.0,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 60.0. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.5997972972972974, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 297.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-b8064675b471,1000082321,5118,Familia T2,Categoria T1,technical,churn_risk,risk,61.5,medium,critical,0.65,0.2999775952203137,1.0,0.85,77.89999999999782,Schedule a retention call and validate whether the product has moved to a competitor.,Technical-product relationship shows abandonment risk.,delegado,24,technical_product_engine,Churn risk score is 60.0. | Inactivity ratio is 5.00. | Detected 1 drift signals.,"{""risk_score"": 0.5999551904406274, ""risk_level"": ""medium"", ""inactivity_score"": 1.0, ""days_since_last_order"": 1340.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
AL-5737d036b0b4,38934,Categoria T1,Biomateriales,unknown,commodity,cross_sell_opportunity,opportunity,75.34,high,medium,0.6,1.0,0.5239464492338305,0.75,19380.36,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,delegado,48,feature_engineering | commodity_ai_engine,Potential gap is 19380.36. | Capture ratio is 0.48.,"{""potential_h"": 36989.2, ""potential_gap"": 19380.36, ""capture_ratio"": 0.4760535507661696, ""cross_sell_score"": 0.5239464492338305}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-43206dcfa1d3,29477,5103,Familia T1,Categoria T1,technical,product_mix_drift,anomaly,39.17,low,medium,0.7,0.20341779611078367,0.4576900412492632,0.82,0.0,Ask the account owner to validate whether the product mix changed or moved to another supplier.,Product behavior drifted versus historical and peer pattern.,delegado,48,technical_product_engine,Highest drift score is 0.46. | Volume drift is 0.00. | Interval drift is 0.46.,"{""volume_drift_score"": 0.0, ""interval_drift_score"": 0.4576900412492632, ""peer_drift_score"": 0.0}",2026-05-10T01:57:50.694097,2026-05-12T01:57:50.694097,False,
AL-712b3bcafb59,1000100455,Categoria C2,Bioseguridad,unknown,commodity,cross_sell_opportunity,opportunity,52.0,medium,critical,0.6,0.11115599999999999,1.0,0.75,1667.34,Prepare a complementary offer linked to the client's observed consumption profile.,Detected available wallet share in a related product family.,televenta,24,feature_engineering | commodity_ai_engine,Potential gap is 1667.34. | Capture ratio is 0.00.,"{""potential_h"": 1667.34, ""potential_gap"": 1667.34, ""capture_ratio"": 0.0, ""cross_sell_score"": 1.0}",2026-05-10T01:57:50.694097,2026-05-11T01:57:50.694097,False,
